,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,Year Built,Year Remod/Add,Exter Qual,Exter Cond,Overall Qual,Overall Cond,Gr Liv Area,Kitchen Qual,Garage Area,Garage Qual,Garage Cond,Sale Type,SalePrice
1057,Reg,Lvl,FR2,NAmes,Duplex,1974,1974,TA,TA,5,5,1792,TA,480.0,TA,TA,WD ,133000
1058,Reg,Lvl,Inside,NridgHt,1Fam,2007,2007,Gd,TA,8,5,2464,Ex,650.0,TA,TA,WD ,417500
1059,Reg,Lvl,Inside,Blmngtn,TwnhsE,2007,2007,Gd,TA,7,5,1569,Gd,660.0,TA,TA,WD ,175900
1060,Reg,Lvl,Inside,CollgCr,1Fam,2009,2009,Ex,TA,9,5,1680,Ex,1138.0,TA,TA,New,323262
1061,Reg,Lvl,Inside,CollgCr,1Fam,2003,2003,Gd,TA,7,5,1337,Gd,531.0,TA,TA,WD ,185000
1062,Reg,Lvl,Inside,NAmes,1Fam,1934,1950,TA,TA,6,8,816,TA,240.0,TA,TA,WD ,129800
1063,Reg,Lvl,Corner,NridgHt,1Fam,2005,2005,Gd,TA,7,5,1541,Gd,532.0,TA,TA,New,220000
1064,Reg,Lvl,Inside,BrkSide,1Fam,1935,1995,TA,TA,4,7,1573,Gd,240.0,TA,TA,WD ,133000
1065,Reg,Lvl,Inside,NAmes,1Fam,1949,1996,TA,TA,4,7,1461,TA,384.0,TA,TA,WD ,133500
1066,IR1,Lvl,Inside,Mitchel,Duplex,1976,1976,TA,TA,6,5,2048,TA,776.0,TA,TA,ConLD,170000
1067,IR1,Lvl,CulDSac,Gilbert,1Fam,1993,1994,TA,TA,6,5,1642,TA,392.0,TA,TA,WD ,168000
1068,Reg,Lvl,Inside,OldTown,1Fam,1922,1994,TA,TA,6,7,1470,TA,624.0,TA,TA,WD ,140750
1069,Reg,Lvl,Inside,Gilbert,1Fam,1999,2003,TA,TA,6,5,2299,TA,482.0,TA,TA,WD ,204000
1070,IR1,Lvl,CulDSac,Gilbert,1Fam,2001,2001,Gd,TA,7,5,2035,Gd,434.0,TA,TA,WD ,222500
1071,IR1,Lvl,Inside,NAmes,1Fam,1962,1962,TA,TA,5,5,999,TA,300.0,TA,TA,WD ,134500
1072,IR1,Lvl,FR2,Somerst,TwnhsE,2004,2004,Gd,TA,8,5,1378,Gd,540.0,TA,TA,WD ,214000
1073,Reg,Lvl,Inside,OldTown,2fmCon,1939,1950,TA,TA,5,7,1118,TA,410.0,TA,TA,WD ,119900
1074,Reg,Lvl,Inside,Edwards,Duplex,1955,1955,TA,TA,4,4,1440,Fa,0.0,,,WD ,118000
1075,Reg,Lvl,Inside,NAmes,1Fam,1960,2002,TA,TA,5,7,1134,TA,254.0,TA,TA,WD ,135000
1076,Reg,Bnk,Inside,BrkSide,1Fam,1923,2000,TA,TA,6,7,1848,Gd,370.0,TA,TA,WD ,207000
1077,Reg,Bnk,Inside,SWISU,1Fam,1925,1950,TA,TA,6,5,1694,TA,576.0,TA,TA,WD ,136500
1078,Reg,Lvl,Corner,OldTown,1Fam,1954,2000,TA,TA,4,7,901,TA,281.0,Fa,TA,WD ,107900
1079,Reg,Lvl,Inside,BrkSide,1Fam,1938,1950,TA,TA,6,5,1409,TA,528.0,TA,TA,WD ,126000
1080,IR1,Lvl,Corner,NAmes,1Fam,1960,1960,TA,TA,6,5,1656,TA,528.0,TA,TA,WD ,215000
1081,Reg,Lvl,Inside,NridgHt,1Fam,2007,2008,Ex,TA,10,5,2332,Ex,846.0,TA,TA,New,426000
1082,Reg,Lvl,Inside,NAmes,1Fam,1950,2007,Gd,TA,5,7,1113,Gd,264.0,TA,TA,WD ,147000
1083,Reg,Lvl,Inside,Crawfor,1Fam,1916,2000,Gd,TA,6,8,1232,Gd,440.0,TA,TA,WD ,147500
1084,IR1,Lvl,Inside,NridgHt,1Fam,2007,2007,Ex,TA,9,5,1950,Ex,706.0,TA,TA,WD ,383000
1085,Reg,Lvl,Inside,NWAmes,1Fam,1988,1988,TA,TA,7,5,1872,TA,604.0,TA,TA,WD ,241500
1086,Reg,Lvl,Inside,Crawfor,1Fam,1914,1995,TA,TA,6,6,1264,TA,400.0,TA,TA,WD ,147500
1087,IR1,HLS,Corner,StoneBr,1Fam,2005,2005,Gd,TA,8,5,2500,Ex,683.0,TA,TA,WD ,355000
1088,Reg,Lvl,Inside,BrkSide,1Fam,1924,1950,TA,TA,5,6,784,Gd,0.0,,,WD ,109500
1089,Reg,Lvl,Corner,OldTown,1Fam,1940,1950,TA,Gd,2,4,612,TA,308.0,TA,Fa,WD ,45000
1090,Reg,Lvl,Inside,ClearCr,1Fam,1940,1950,TA,Gd,7,7,2403,TA,349.0,TA,TA,COD,244400
1091,Reg,Lvl,Inside,NAmes,1Fam,1953,1953,TA,TA,6,5,1644,TA,418.0,TA,TA,WD ,167000
1092,Reg,Lvl,Inside,CollgCr,1Fam,2002,2002,Gd,TA,7,5,1729,Gd,542.0,TA,TA,WD ,200000
1093,IR1,Lvl,Inside,SWISU,1Fam,1936,1950,TA,TA,5,3,879,TA,180.0,TA,TA,WD ,80000
1094,Reg,Lvl,Inside,Edwards,1Fam,1955,1990,TA,TA,5,7,864,TA,572.0,TA,TA,WD ,115000
1095,Reg,Lvl,Inside,NAmes,1Fam,1956,1956,TA,TA,6,5,1196,TA,297.0,TA,TA,WD ,139000
1096,Reg,Lvl,Inside,Sawyer,1Fam,1978,1978,TA,TA,6,7,1400,TA,440.0,TA,TA,WD ,149500
1097,Reg,Lvl,Inside,Edwards,1Fam,1940,1950,TA,TA,4,5,1510,TA,296.0,Fa,Po,WD ,108000
1098,Reg,Lvl,Inside,OldTown,2fmCon,1900,2000,TA,TA,4,7,1294,TA,0.0,,,WD ,106250
1099,Reg,Lvl,Inside,CollgCr,1Fam,2006,2006,Gd,TA,7,5,1240,Gd,826.0,TA,TA,WD ,194000
1100,Reg,Lvl,Inside,Sawyer,1Fam,1962,1962,TA,TA,5,4,988,TA,624.0,TA,TA,WD ,129500
1101,Reg,Lvl,Corner,NAmes,Duplex,1968,1968,TA,TA,5,5,1560,TA,792.0,TA,TA,WD ,126000
1102,Reg,Lvl,Inside,Edwards,1Fam,1950,1950,TA,TA,5,5,1368,TA,195.0,TA,TA,WD ,120000
1103,Reg,Lvl,Inside,CollgCr,1Fam,2004,2005,Gd,TA,7,5,1484,Gd,606.0,TA,TA,WD ,213000
1104,IR1,Lvl,Inside,Greens,TwnhsE,1980,1980,Gd,TA,8,5,1226,Gd,484.0,TA,TA,WD ,190000
1105,IR1,Lvl,Inside,Gilbert,1Fam,1993,1994,TA,TA,6,6,1169,TA,402.0,TA,TA,WD ,183500
1106,IR1,Lvl,Inside,NAmes,1Fam,1963,1999,TA,TA,7,5,1651,TA,276.0,TA,TA,WD ,172000
1107,Reg,Lvl,Inside,Edwards,1Fam,1938,1958,TA,TA,4,6,816,TA,288.0,Fa,Fa,WD ,100000
1108,Reg,Lvl,Corner,CollgCr,1Fam,2007,2007,Gd,TA,7,6,1564,Gd,814.0,TA,TA,WD ,218836
1109,Reg,Lvl,Inside,OldTown,2fmCon,1905,2000,TA,TA,6,7,1912,TA,672.0,Gd,TA,WD ,163000
1110,IR1,Lvl,Inside,Gilbert,1Fam,2006,2006,Gd,TA,7,5,1525,Gd,534.0,TA,TA,New,206580
1111,Reg,Lvl,Inside,CollgCr,1Fam,2005,2006,Gd,TA,6,5,1456,Gd,390.0,TA,TA,New,163990
1112,Reg,Lvl,FR3,IDOTRR,1Fam,1910,2004,Fa,Gd,5,8,1330,TA,390.0,TA,TA,WD ,116500
1113,IR1,Lvl,Inside,Gilbert,1Fam,2002,2003,Gd,TA,7,5,1720,Gd,400.0,TA,TA,WD ,188000
1114,IR1,Lvl,Inside,NAmes,1Fam,1966,1966,TA,TA,5,6,1280,TA,432.0,TA,TA,WD ,175000
1115,IR1,Lvl,Inside,StoneBr,TwnhsE,1988,1988,Gd,TA,8,5,1179,TA,480.0,TA,TA,WD ,182000
1116,Reg,Bnk,Inside,OldTown,1Fam,1926,1980,Gd,Gd,5,7,960,TA,576.0,TA,TA,WD ,103000
1117,Reg,Lvl,Inside,NoRidge,1Fam,2001,2002,Ex,TA,10,5,2633,Ex,804.0,TA,TA,WD ,466500
1118,IR1,Lvl,Inside,NAmes,1Fam,1959,1998,Gd,TA,6,8,988,Gd,297.0,TA,TA,WD ,149500
1119,Reg,Lvl,Inside,NPkVill,Twnhs,1978,1978,TA,TA,7,7,1055,TA,319.0,TA,TA,WD ,142500
1120,Reg,Lvl,Inside,Crawfor,1Fam,1926,1950,TA,TA,5,5,1422,TA,352.0,TA,TA,WD ,136500
1121,IR1,Lvl,Inside,Landmrk,Twnhs,1993,1994,TA,TA,6,5,1320,TA,484.0,TA,TA,WD ,137000
1122,IR1,Lvl,Inside,NWAmes,1Fam,1988,1988,Gd,TA,7,6,1688,Ex,528.0,TA,TA,WD ,226500
1123,Reg,Lvl,Inside,Gilbert,1Fam,1990,1990,TA,TA,7,5,1341,Gd,506.0,TA,TA,WD ,171500
1124,IR1,Lvl,Inside,CollgCr,1Fam,1976,1976,TA,TA,5,5,954,TA,576.0,TA,TA,WD ,132500
1125,Reg,Lvl,Inside,NAmes,Duplex,1949,1950,TA,TA,3,4,1040,TA,400.0,TA,TA,WD ,87500
1126,IR1,Lvl,Corner,Somerst,1Fam,2001,2001,TA,TA,7,5,1789,TA,546.0,TA,TA,WD ,223000
1127,Reg,Lvl,Inside,NAmes,1Fam,1962,2005,Gd,Gd,6,9,1537,Gd,462.0,TA,TA,COD,174000
1128,Reg,Lvl,Inside,NAmes,1Fam,1951,1991,TA,TA,5,6,884,TA,270.0,TA,TA,WD ,142000
1129,Reg,Lvl,Inside,Somerst,1Fam,2006,2006,Gd,TA,8,5,1489,Gd,776.0,TA,TA,New,232600
1130,Reg,Lvl,Inside,NWAmes,1Fam,1974,1999,TA,TA,6,6,1309,Gd,484.0,TA,TA,WD ,181000
1131,Reg,Lvl,Inside,MeadowV,TwnhsE,1973,1973,TA,TA,6,4,2521,TA,576.0,TA,TA,WD ,151400
1132,IR1,Lvl,Inside,NridgHt,1Fam,2006,2006,Gd,TA,8,5,1634,Gd,866.0,TA,TA,WD ,250000
1133,Reg,Lvl,Inside,NWAmes,1Fam,1988,1988,TA,TA,7,5,1714,TA,496.0,TA,TA,WD ,196500
1134,Reg,Lvl,Corner,OldTown,1Fam,1879,1987,TA,Gd,7,8,2454,TA,576.0,TA,TA,WD ,185000
1135,Reg,Lvl,Inside,NWAmes,1Fam,1969,1969,TA,TA,6,5,1216,TA,336.0,TA,TA,WD ,113000
1136,Reg,HLS,Inside,StoneBr,1Fam,2007,2007,Gd,TA,8,6,1419,Gd,567.0,TA,TA,New,392000
1137,IR1,Lvl,CulDSac,Edwards,Duplex,1975,1975,TA,TA,6,5,980,TA,0.0,,,WD ,127500
1138,Reg,Lvl,Inside,Somerst,Twnhs,2000,2000,Gd,TA,6,5,1573,Gd,440.0,TA,TA,WD ,177000
1139,Reg,Lvl,Inside,Somerst,1Fam,2004,2004,Gd,TA,6,5,2443,Gd,744.0,TA,TA,WD ,265000
1140,IR1,Lvl,Inside,Somerst,1Fam,1998,1998,Gd,Gd,8,5,2362,Gd,1105.0,Gd,TA,WD ,312500
1141,Reg,Lvl,Inside,OldTown,1Fam,1893,2000,Ex,Ex,10,9,2775,Gd,880.0,Gd,TA,WD ,325000
1142,IR1,Low,Inside,Veenker,1Fam,1980,1980,Gd,Gd,8,8,2014,Gd,864.0,TA,TA,WD ,275000
1143,IR1,Lvl,Inside,NoRidge,1Fam,1995,1995,Gd,TA,7,5,2520,Gd,721.0,TA,TA,WD ,290000
1144,IR1,Lvl,CulDSac,Sawyer,1Fam,1974,2002,TA,Gd,6,6,1494,TA,461.0,TA,TA,WD ,169000
1145,Reg,Lvl,Inside,BrkSide,1Fam,1921,1950,TA,TA,5,7,616,TA,205.0,TA,TA,WD ,89000
1146,IR1,Lvl,Inside,Gilbert,1Fam,1998,1998,TA,TA,6,5,1465,TA,393.0,TA,TA,WD ,180400
1147,IR1,Lvl,Inside,NridgHt,1Fam,2003,2004,Gd,TA,8,5,1629,Gd,880.0,TA,TA,WD ,284000
1148,Reg,Lvl,Inside,NAmes,1Fam,1958,1958,TA,TA,5,5,912,TA,275.0,TA,TA,COD,114500
1149,Reg,Lvl,Inside,CollgCr,1Fam,2005,2006,Gd,TA,7,5,1552,Gd,782.0,TA,TA,New,212900
1150,IR2,Lvl,Inside,CollgCr,1Fam,2001,2002,Gd,TA,7,5,1430,Gd,605.0,TA,TA,WD ,187100
1151,Reg,Lvl,Corner,Somerst,TwnhsE,1999,1999,TA,TA,6,5,1458,TA,440.0,TA,TA,WD ,176000
1152,IR1,Lvl,CulDSac,Crawfor,1Fam,1968,1968,TA,TA,6,6,1488,TA,552.0,TA,TA,CWD,215000
1153,Reg,Lvl,Inside,CollgCr,1Fam,2004,2004,Gd,TA,7,5,1582,Gd,520.0,TA,TA,WD ,185900
1154,Reg,Lvl,Inside,NAmes,1Fam,1970,1970,TA,TA,4,6,864,Gd,660.0,TA,TA,WD ,120500
1155,IR3,Lvl,Inside,Gilbert,1Fam,2005,2005,Gd,TA,5,5,1838,TA,372.0,TA,TA,WD ,192140
1156,Reg,Lvl,Inside,Mitchel,1Fam,1982,2008,Gd,Gd,5,9,816,Gd,264.0,TA,TA,WD ,130500
1157,Reg,Lvl,Inside,Edwards,1Fam,1945,1950,TA,TA,4,3,1529,TA,240.0,TA,TA,WD ,98000
1158,Reg,Lvl,Inside,CollgCr,1Fam,2008,2008,Gd,TA,9,5,2276,Ex,1348.0,Gd,TA,WD ,475000
1159,Reg,Lvl,Corner,IDOTRR,1Fam,1920,1950,TA,Fa,5,2,1077,TA,338.0,Po,Po,WD ,67000
1160,Reg,Lvl,Inside,NridgHt,1Fam,2007,2007,Gd,TA,8,5,2161,Ex,789.0,TA,TA,New,325624
1161,IR1,Lvl,CulDSac,Mitchel,1Fam,2002,2002,Gd,TA,7,5,1409,Gd,576.0,TA,TA,WD ,245000
1162,Reg,Lvl,Inside,SawyerW,1Fam,2004,2004,TA,TA,5,5,1114,Gd,576.0,TA,TA,WD ,159000
1163,Reg,Lvl,Inside,NAmes,1Fam,1965,1965,TA,TA,5,7,1073,TA,515.0,TA,TA,WD ,156000
1164,Reg,Lvl,Inside,NridgHt,1Fam,2008,2008,Ex,TA,10,5,2402,Ex,672.0,TA,TA,WD ,555000
1165,IR1,Lvl,CulDSac,Veenker,1Fam,1984,1984,TA,TA,6,6,1232,TA,516.0,TA,TA,WD ,162500
1166,Reg,Lvl,Inside,SawyerW,Duplex,1993,1993,Gd,Gd,6,8,1440,Gd,920.0,TA,TA,WD ,224500
1167,IR1,Lvl,Inside,Gilbert,1Fam,1950,1950,TA,TA,6,5,1488,TA,738.0,TA,TA,WD ,133000
1168,Reg,Lvl,Inside,Gilbert,1Fam,2003,2003,Gd,TA,7,5,1509,Gd,393.0,TA,TA,WD ,180000
1169,Reg,Lvl,Inside,Mitchel,1Fam,1982,2005,TA,TA,5,6,845,Gd,264.0,TA,TA,WD ,134500
1170,IR2,HLS,CulDSac,StoneBr,1Fam,2006,2006,Ex,TA,10,5,2945,Gd,641.0,TA,TA,New,438780
1171,IR1,Lvl,Corner,NAmes,1Fam,1962,1962,TA,TA,6,5,1431,TA,296.0,TA,TA,WD ,165000
1172,Reg,Lvl,Inside,NAmes,1Fam,1967,1967,TA,TA,5,5,892,TA,288.0,TA,TA,WD ,100000
1173,IR1,Lvl,Inside,NAmes,1Fam,1960,1960,TA,TA,7,6,1329,TA,441.0,TA,TA,WD ,176000
1174,Reg,Lvl,Inside,Sawyer,1Fam,1955,1974,TA,TA,5,4,1779,TA,454.0,TA,TA,WD ,170000
1175,Reg,Lvl,Inside,Blmngtn,TwnhsE,2007,2007,Gd,TA,7,5,1555,Gd,660.0,TA,TA,WD ,174000
1176,Reg,Lvl,Inside,IDOTRR,1Fam,1925,1950,TA,TA,6,6,1236,TA,384.0,TA,TA,WD ,127000
1177,IR1,Lvl,Inside,Gilbert,1Fam,1999,1999,TA,TA,7,5,1651,TA,450.0,TA,TA,WD ,185900
1178,Reg,Lvl,Inside,OldTown,1Fam,1938,1996,TA,TA,5,8,886,TA,273.0,TA,TA,WD ,91300
1179,Reg,Lvl,Inside,CollgCr,1Fam,2003,2003,Gd,TA,6,5,1700,Gd,544.0,TA,TA,WD ,200000
1180,Reg,Lvl,Inside,NAmes,1Fam,1949,1950,TA,TA,6,6,1846,TA,315.0,TA,TA,WD ,143000
1181,Reg,Lvl,Inside,Sawyer,1Fam,1958,1958,Gd,Gd,5,5,1920,Gd,451.0,TA,TA,WD ,172500
1182,Reg,Lvl,Inside,Edwards,1Fam,1963,1963,TA,Gd,4,6,1088,TA,520.0,TA,TA,COD,110000
1183,IR1,Lvl,Corner,NAmes,1Fam,1957,1957,TA,TA,4,5,1362,TA,768.0,TA,TA,WD ,140000
1184,IR1,Lvl,Inside,CollgCr,1Fam,2006,2006,Gd,TA,6,5,1314,Gd,440.0,TA,TA,WD ,176432
1185,Reg,Lvl,Inside,SawyerW,1Fam,1991,1991,TA,TA,6,5,1294,Gd,496.0,TA,TA,WD ,179200
1186,Reg,Lvl,Inside,CollgCr,1Fam,2005,2007,Gd,TA,7,5,1274,Gd,508.0,TA,TA,New,203000
1187,Reg,Lvl,Inside,Somerst,1Fam,2007,2007,Gd,TA,7,6,1689,Gd,954.0,TA,TA,New,248328
1188,IR1,HLS,Corner,Timber,1Fam,2008,2008,Ex,TA,9,5,1641,Ex,885.0,TA,TA,WD ,316500
1189,Reg,Lvl,Inside,Edwards,1Fam,1948,1950,TA,TA,7,5,1079,TA,249.0,TA,TA,WD ,125600
1190,Reg,Lvl,Inside,OldTown,1Fam,1959,1959,TA,TA,5,6,984,Fa,308.0,TA,TA,WD ,110000
1191,Reg,Lvl,Inside,OldTown,1Fam,1920,1950,TA,TA,4,4,960,Fa,308.0,TA,TA,WD ,108500
1192,Reg,Bnk,Inside,IDOTRR,1Fam,1952,1952,Fa,TA,5,5,1044,Fa,504.0,TA,TA,WD ,55993
1193,Reg,Lvl,Inside,OldTown,1Fam,1948,2009,TA,Gd,5,7,1633,Gd,240.0,TA,TA,WD ,129000
1194,IR1,Lvl,Inside,Timber,1Fam,1987,1987,TA,TA,6,6,1137,Gd,551.0,TA,TA,WD ,176000
1195,Reg,Lvl,Inside,NAmes,1Fam,1963,1963,TA,TA,6,7,1380,TA,364.0,TA,TA,WD ,154000
1196,Reg,Lvl,Corner,Timber,1Fam,1986,1986,Gd,Gd,6,5,1256,Gd,578.0,TA,TA,WD ,180000
1197,Reg,Lvl,Inside,MeadowV,TwnhsE,1976,1976,TA,TA,5,5,1142,TA,528.0,TA,TA,WD ,134000
1198,Reg,Lvl,Corner,Edwards,1Fam,1950,2001,TA,TA,6,7,2158,Gd,576.0,TA,TA,WD ,243000
1199,Reg,Lvl,Inside,Timber,1Fam,2002,2003,Gd,TA,8,5,1629,Gd,808.0,TA,TA,WD ,270000
1200,Reg,Bnk,Corner,Mitchel,1Fam,1983,1983,TA,Gd,6,5,1080,TA,484.0,TA,TA,WD ,134000
1201,Reg,Low,Inside,NoRidge,1Fam,1993,1993,Gd,TA,7,5,2646,Gd,656.0,TA,TA,WD ,260000
1202,Reg,Lvl,Inside,CollgCr,1Fam,2006,2006,Gd,TA,7,5,1491,Gd,484.0,TA,TA,WD ,168675
1203,IR1,Lvl,CulDSac,Gilbert,1Fam,1994,1994,TA,TA,6,5,1694,TA,398.0,TA,TA,WD ,160000
1204,Reg,Lvl,Inside,OldTown,1Fam,1890,1996,TA,TA,5,9,1080,Gd,0.0,,,WD ,95000
1205,IR1,Lvl,Inside,CollgCr,1Fam,2005,2006,Gd,TA,6,5,1422,Gd,440.0,TA,TA,WD ,173000
1206,Reg,Lvl,Inside,Somerst,1Fam,2006,2006,Gd,TA,7,5,1301,Gd,572.0,TA,TA,New,187750
1207,IR1,Lvl,CulDSac,NWAmes,1Fam,1986,1991,TA,Gd,7,6,2093,TA,542.0,TA,TA,WD ,215000
1208,IR1,Lvl,Corner,Sawyer,1Fam,1967,1967,TA,TA,5,5,1073,TA,270.0,TA,TA,WD ,120000
1209,Reg,Lvl,Inside,Somerst,1Fam,2005,2006,Gd,TA,7,5,1506,Gd,672.0,TA,TA,WD ,249000
1210,Reg,Lvl,Inside,NWAmes,1Fam,1967,1967,TA,TA,7,6,1334,TA,477.0,TA,TA,WD ,164500
1211,IR1,Lvl,Inside,GrnHill,TwnhsE,1986,1986,Gd,TA,7,5,1295,Gd,312.0,TA,TA,WD ,230000
1212,IR1,Lvl,Corner,OldTown,1Fam,1929,1990,TA,TA,7,6,1344,Gd,456.0,TA,TA,WD ,140000
1213,Reg,Lvl,Corner,NAmes,1Fam,1952,1952,TA,Gd,5,7,732,TA,240.0,TA,TA,WD ,118900
1214,Reg,Lvl,Inside,CollgCr,1Fam,2008,2008,Gd,TA,8,5,1468,Gd,904.0,TA,TA,WD ,239900
1215,Reg,Lvl,Inside,NPkVill,TwnhsE,1975,1975,TA,TA,6,5,1069,TA,440.0,TA,TA,WD ,146300
1216,Reg,Lvl,Inside,MeadowV,TwnhsE,1975,1975,TA,TA,5,6,1040,TA,499.0,TA,TA,WD ,124000
1217,Reg,Lvl,Inside,Sawyer,2fmCon,1963,1963,TA,TA,5,5,999,TA,308.0,TA,TA,WD ,130000
1218,Reg,Lvl,Inside,SawyerW,1Fam,2000,2001,TA,TA,7,5,1349,TA,539.0,TA,TA,WD ,179000
1219,Reg,Lvl,Corner,Gilbert,1Fam,1990,1990,TA,TA,7,5,1442,TA,500.0,TA,TA,WD ,180500
1220,Reg,Lvl,Corner,OldTown,1Fam,1945,1950,TA,Gd,4,6,747,TA,220.0,TA,TA,WD ,80000
1221,Reg,Lvl,Inside,Somerst,1Fam,2008,2009,Gd,TA,8,5,1578,Ex,840.0,TA,TA,New,287090
1222,Reg,Lvl,Inside,OldTown,1Fam,1956,1956,TA,TA,5,5,882,TA,308.0,TA,TA,WD ,97000
1223,Reg,Lvl,Inside,Blmngtn,TwnhsE,2002,2002,Gd,TA,7,5,1511,Gd,398.0,TA,TA,WD ,246990
1224,Reg,Lvl,Inside,Gilbert,1Fam,1964,1964,TA,TA,6,6,1128,TA,480.0,TA,TA,WD ,154204
1225,IR1,Lvl,Corner,NAmes,1Fam,1958,2001,TA,TA,7,7,1312,TA,495.0,TA,TA,WD ,186000
1226,Reg,Lvl,Inside,BrDale,Twnhs,1972,1972,TA,TA,5,5,1302,TA,264.0,TA,TA,WD ,111750
1227,Reg,HLS,Inside,NridgHt,1Fam,2003,2004,Ex,TA,9,5,2696,Ex,958.0,TA,TA,WD ,500000
1228,IR1,Lvl,Inside,CollgCr,1Fam,2007,2007,Gd,TA,7,5,1356,Gd,484.0,TA,TA,New,177439
1229,IR1,Lvl,Inside,NridgHt,1Fam,2008,2008,Ex,TA,9,5,2184,Ex,836.0,TA,TA,WD ,335000
1230,Reg,Lvl,Inside,NWAmes,1Fam,1976,1976,TA,TA,7,6,1964,TA,483.0,TA,TA,WD ,205000
1231,IR1,HLS,Inside,StoneBr,TwnhsE,1990,1990,Gd,TA,8,5,1321,Gd,484.0,TA,TA,WD ,212000
1232,IR1,HLS,Corner,Crawfor,TwnhsE,2004,2005,Gd,TA,8,5,1646,Gd,525.0,TA,TA,WD ,246000
1233,IR1,Lvl,Inside,NWAmes,1Fam,1983,1983,Gd,TA,7,7,1260,TA,598.0,TA,TA,WD ,181900
1234,Reg,Lvl,Corner,OldTown,1Fam,1929,2001,TA,TA,5,7,1316,TA,484.0,TA,TA,WD ,130000
1235,Reg,Lvl,Inside,OldTown,1Fam,1910,2002,TA,Gd,5,7,1432,TA,360.0,TA,Gd,WD ,132000
1236,Reg,Lvl,Inside,SawyerW,1Fam,1994,2001,Gd,Gd,7,5,1958,Gd,499.0,TA,TA,CWD,220000
1237,Reg,Lvl,Inside,CollgCr,1Fam,2001,2001,Gd,TA,8,5,1788,Ex,522.0,TA,TA,WD ,236500
1238,IR1,Lvl,Inside,Somerst,1Fam,2009,2009,Gd,TA,8,5,1935,TA,552.0,TA,TA,New,263435
1239,Reg,Bnk,Inside,IDOTRR,1Fam,1938,1958,TA,TA,6,6,1969,TA,400.0,TA,TA,COD,141000
1240,IR1,Lvl,Inside,Gilbert,1Fam,2003,2003,Gd,TA,7,5,1986,Gd,434.0,TA,TA,WD ,213000
1241,Reg,Lvl,Inside,Timber,1Fam,2009,2010,Gd,TA,7,5,1214,Gd,520.0,TA,TA,New,179781
1242,Reg,Lvl,Inside,NridgHt,TwnhsE,2006,2007,Gd,TA,8,5,1342,Gd,550.0,TA,TA,WD ,234250
1243,IR1,Lvl,Corner,Timber,1Fam,1976,1976,Gd,TA,8,6,2898,Gd,665.0,TA,TA,COD,287000
1244,IR1,Lvl,Corner,Gilbert,1Fam,2002,2002,Gd,TA,8,5,2004,Gd,644.0,TA,TA,WD ,257500
1245,Reg,Lvl,Corner,BrkSide,1Fam,1926,1950,TA,TA,6,5,986,TA,180.0,TA,TA,WD ,102000
1246,Reg,Bnk,Inside,IDOTRR,1Fam,1930,1950,TA,TA,7,7,1108,Gd,280.0,TA,TA,WD ,139400
1247,Reg,Lvl,Corner,OldTown,1Fam,1915,1950,TA,TA,3,4,1214,TA,936.0,TA,TA,WD ,105000
1248,IR1,Lvl,Inside,NAmes,1Fam,1970,1970,Gd,Gd,8,6,2217,Gd,621.0,TA,TA,WD ,268000
1249,IR1,Lvl,CulDSac,Edwards,1Fam,1966,1966,Gd,Gd,6,7,2201,Gd,432.0,Gd,Gd,WD ,274970
1250,Reg,Lvl,Inside,Blmngtn,TwnhsE,2005,2006,Gd,TA,7,5,1220,Gd,397.0,TA,TA,WD ,180000
1251,Reg,Lvl,Inside,OldTown,1Fam,1928,2005,TA,Ex,7,9,1378,Gd,360.0,TA,TA,WD ,161000
1252,Reg,Low,Inside,Edwards,1Fam,1946,2006,TA,TA,4,7,930,Gd,308.0,TA,TA,WD ,84900
1253,Reg,Lvl,Inside,NAmes,2fmCon,1958,1958,TA,TA,5,5,988,TA,264.0,TA,TA,WD ,119000
1254,IR1,Lvl,Inside,Timber,1Fam,2005,2006,Gd,TA,8,5,1964,Gd,892.0,TA,TA,WD ,370000
1255,Reg,Lvl,Inside,CollgCr,1Fam,2005,2006,Gd,TA,7,5,1270,Gd,524.0,TA,TA,WD ,175900
1256,Reg,Lvl,Inside,SawyerW,Duplex,1979,1979,TA,TA,5,5,2240,TA,528.0,TA,TA,WD ,142953
1257,IR2,Lvl,FR2,Veenker,TwnhsE,1994,1995,Gd,TA,8,5,1494,Gd,478.0,TA,TA,WD ,279700
1258,Reg,Lvl,Corner,NAmes,1Fam,1957,1957,TA,TA,5,5,1364,TA,331.0,TA,TA,WD ,132000
1259,Reg,Lvl,Inside,CollgCr,1Fam,2000,2000,Gd,TA,9,5,2153,Ex,736.0,TA,TA,WD ,313000
1260,Reg,Low,Inside,IDOTRR,1Fam,1920,1950,TA,TA,4,6,1336,TA,570.0,TA,TA,COD,108000
1261,Reg,Lvl,Inside,Edwards,1Fam,2003,2004,Gd,TA,7,5,1656,Gd,397.0,TA,TA,WD ,165400
1262,IR1,Lvl,Inside,CollgCr,1Fam,1995,1995,Gd,TA,6,5,1499,Gd,473.0,TA,TA,WD ,187000
1263,IR1,Lvl,Inside,NoRidge,1Fam,1995,1996,Gd,TA,8,5,2794,Ex,810.0,TA,TA,WD ,403000
1264,IR1,Lvl,Inside,NWAmes,1Fam,1976,1976,TA,TA,6,6,2030,Gd,551.0,TA,TA,WD ,195000
